RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
041012050252085,Montessori Elementary School,Rockford,Winnebago,LARGE,ELEMENTARY,54.0,29.0,25.0,33.0,5.0,10.0,,,,,5.0
041012050252086,Rockford Envrnmntl Science Acad,Rockford,Winnebago,LARGE,ELEMENTARY,54.0,42.0,12.0,11.0,5.0,32.0,,,,1.0,3.0
041012050252087,Thurgood Marshall School,Rockford,Winnebago,LARGE,ELEMENTARY,206.0,107.0,99.0,136.0,11.0,18.0,30.0,,,10.0,23.0
041012050253073,Fairview Early Childhood Center,Rockford,Winnebago,LARGE,PreK,,,,,,,,,,,
041012050253075,Roosevelt Center,Rockford,Winnebago,LARGE,HIGH SCHOOL,,,,,,,,,,,
041012050253078,Summerdale Early Childhood Center,Rockford,Winnebago,LARGE,PreK,,,,,,,,,,,
041012050253079,Wm Nashold Early Childhood Center,Rockford,Winnebago,LARGE,PreK,,,,,,,,,,,
041012050253080,Beyer Early Childhood Center,Rockford,Winnebago,LARGE,PreK,,,,,,,,,,,
041012070160001,Hononegah CHD High School,Rockton,Winnebago,MEDIUM,HIGH SCHOOL,376.0,199.0,177.0,307.0,,35.0,11.0,,,16.0,49.0
041013200260001,South Beloit Sr High School,South Beloit,Winnebago,MEDIUM,HIGH SCHOOL,17.0,11.0,6.0,10.0,,6.0,,,,,
041013200261002,South Beloit Jr High School,South Beloit,Winnebago,MEDIUM,MIDDLE SCHL,37.0,24.0,13.0,23.0,,9.0,,,,,
041013200262003,Clark Elementary School,South Beloit,Winnebago,MEDIUM,ELEMENTARY,,,,,,,,,,,
041013200262004,Riverview Elementary School,South Beloit,Winnebago,MEDIUM,ELEMENTARY,,,,,,,,,,,
041013200262005,Blackhawk Elementary School,South Beloit,Winnebago,MEDIUM,ELEMENTARY,30.0,15.0,15.0,17.0,,9.0,,,,,
041013210260001,Pecatonica High School,Pecatonica,Winnebago,MEDIUM,HIGH SCHOOL,58.0,30.0,28.0,55.0,,,,,,,7.0
041013210261001,Pecatonica Comm Middle School,Pecatonica,Winnebago,MEDIUM,MIDDLE SCHL,104.0,63.0,41.0,98.0,,,,,,,11.0
041013210262002,Pecatonica Elem School,Pecatonica,Winnebago,MEDIUM,ELEMENTARY,,,,,,,,,,,
041013220260001,Durand High School,Durand,Winnebago,MEDIUM,HIGH SCHOOL,10.0,7.0,3.0,8.0,,,,,,,
041013220261001,Durand Jr High School,Durand,Winnebago,MEDIUM,MIDDLE SCHL,9.0,4.0,5.0,7.0,,,,,,,
041013220262001,Durand Elem School,Durand,Winnebago,MEDIUM,ELEMENTARY,15.0,7.0,8.0,13.0,,,,,,,
041013230260001,Winnebago High School,Winnebago,Winnebago,MEDIUM,HIGH SCHOOL,56.0,24.0,32.0,50.0,,,,,,,
041013230261002,Winnebago Middle School,Winnebago,Winnebago,MEDIUM,MIDDLE SCHL,70.0,37.0,33.0,63.0,,,,,,,4.0
041013230262003,Dorothy Simon Elem School,Winnebago,Winnebago,MEDIUM,ELEMENTARY,,,,,,,,,,,
041013230262005,Jean McNair Elementary School,Winnebago,Winnebago,MEDIUM,ELEMENTARY,61.0,35.0,26.0,54.0,,,,,,,3.0
050160150041011,Plum Grove Jr High School,Rolling Meadows,Cook,LARGE,MIDDLE SCHL,260.0,135.0,125.0,97.0,2.0,23.0,126.0,,,12.0,37.0
050160150041014,Carl Sandburg Jr High School,Rolling Meadows,Cook,LARGE,MIDDLE SCHL,110.0,59.0,51.0,69.0,2.0,28.0,8.0,,,,27.0
050160150041016,Winston Campus Jr High,Palatine,Cook,LARGE,MIDDLE SCHL,112.0,52.0,60.0,32.0,4.0,62.0,9.0,,,,16.0
050160150041018,Walter R Sundling Jr High Sch,Palatine,Cook,LARGE,MIDDLE SCHL,133.0,64.0,69.0,76.0,4.0,16.0,29.0,,,7.0,25.0
050160150042001,Jane Addams Elem School,Palatine,Cook,LARGE,ELEMENTARY,21.0,10.0,11.0,10.0,,7.0,,,,,1.0
050160150042003,Central Road Elem School,Rolling Meadows,Cook,LARGE,ELEMENTARY,26.0,13.0,13.0,16.0,,,,,,,
050160150042004,Marion Jordan Elem School,Palatine,Cook,LARGE,ELEMENTARY,56.0,23.0,33.0,40.0,,,11.0,,,,13.0
050160150042005,Kimball Hill Elem School,Rolling Meadows,Cook,LARGE,ELEMENTARY,42.0,18.0,24.0,28.0,,13.0,,,,,9.0
050160150042006,Hunting Ridge Elem School,Palatine,Cook,LARGE,ELEMENTARY,80.0,43.0,37.0,37.0,,6.0,31.0,,,,19.0
050160150042007,Lake Louise Elem School,Palatine,Cook,LARGE,ELEMENTARY,35.0,16.0,19.0,6.0,,22.0,,,,,6.0
050160150042008,Lincoln Elementary School,Palatine,Cook,LARGE,ELEMENTARY,52.0,28.0,24.0,26.0,,15.0,6.0,,,,8.0
050160150042009,Stuart R Paddock School,Palatine,Cook,LARGE,ELEMENTARY,49.0,28.0,21.0,27.0,,7.0,12.0,,,,7.0
050160150042010,Pleasant Hill Elem School,Palatine,Cook,LARGE,ELEMENTARY,72.0,33.0,39.0,40.0,,,29.0,,,,16.0
050160150042013,Gray M Sanborn Elem School,Palatine,Cook,LARGE,ELEMENTARY,23.0,11.0,12.0,9.0,,9.0,,,,,8.0
050160150042015,Virginia Lake Elem School,Palatine,Cook,LARGE,ELEMENTARY,39.0,22.0,17.0,19.0,,10.0,,,,,2.0
050160150042018,Willow Bend Elem School,Rolling Meadows,Cook,LARGE,ELEMENTARY,62.0,32.0,30.0,20.0,,12.0,22.0,,,,8.0
050160150042019,Winston Campus Elementary,Palatine,Cook,LARGE,ELEMENTARY,17.0,9.0,8.0,12.0,,,,,,,
050160150042020,Thomas Jefferson Elem School,Hoffman Estates,Cook,LARGE,ELEMENTARY,37.0,19.0,18.0,25.0,,,8.0,,,,8.0
050160150042023,Frank C Whiteley Elem School,Hoffman Estates,Cook,LARGE,ELEMENTARY,50.0,28.0,22.0,21.0,,,22.0,,,,6.0
050160210041002,Cooper Middle School,Buffalo Grove,Cook,LARGE,MIDDLE SCHL,132.0,69.0,63.0,82.0,,19.0,26.0,,,,14.0
050160210041006,Oliver W Holmes Middle School,Wheeling,Cook,LARGE,MIDDLE SCHL,62.0,28.0,34.0,13.0,,38.0,9.0,,,,4.0
050160210041007,Jack London Middle School,Wheeling,Cook,LARGE,MIDDLE SCHL,100.0,56.0,44.0,40.0,,49.0,,,,,18.0
050160210042003,Eugene Field Elem School,Wheeling,Cook,LARGE,ELEMENTARY,36.0,18.0,18.0,9.0,,26.0,,,,,2.0
050160210042004,Robert Frost Elem School,Mount Prospect,Cook,LARGE,ELEMENTARY,34.0,14.0,20.0,11.0,,14.0,7.0,,,,4.0
050160210042007,Joyce Kilmer Elem School,Buffalo Grove,Cook,LARGE,ELEMENTARY,39.0,19.0,20.0,21.0,,12.0,6.0,,,,3.0
050160210042009,Henry W Longfellow Elem School,Buffalo Grove,Cook,LARGE,ELEMENTARY,57.0,35.0,22.0,45.0,,,,,,,6.0
050160210042010,Edgar A Poe Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,38.0,18.0,20.0,32.0,,,,,,,5.0
050160210042011,J W Riley Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,30.0,16.0,14.0,21.0,,,,,,,4.0
050160210042013,Booth Tarkington Elem School,Wheeling,Cook,LARGE,ELEMENTARY,45.0,19.0,26.0,19.0,,14.0,10.0,,,,3.0
050160210042014,Mark Twain Elem School,Wheeling,Cook,LARGE,ELEMENTARY,25.0,13.0,12.0,,,21.0,,,,,2.0
050160210042015,Walt Whitman Elem School,Wheeling,Cook,LARGE,ELEMENTARY,14.0,7.0,7.0,6.0,,5.0,,,,,1.0
050160230021002,MacArthur Middle School,Prospect Heights,Cook,MEDIUM,MIDDLE SCHL,128.0,61.0,67.0,80.0,,21.0,23.0,,,,3.0
050160230022001,Dwight D Eisenhower Elem School,Prospect Heights,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160230022004,Betsy Ross Elem School,Prospect Heights,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160230022005,Anne Sullivan Elem School,Prospect Heights,Cook,MEDIUM,ELEMENTARY,85.0,42.0,43.0,60.0,,14.0,8.0,,,,1.0
050160250021014,South Middle School,Arlington Heights,Cook,LARGE,MIDDLE SCHL,224.0,121.0,103.0,191.0,,13.0,12.0,,,,9.0
050160250021015,Thomas Middle School,Arlington Heights,Cook,LARGE,MIDDLE SCHL,206.0,107.0,99.0,150.0,,15.0,36.0,,,,10.0
050160250022002,Dryden Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,69.0,32.0,37.0,60.0,,,,,,,4.0
050160250022004,Greenbrier Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,36.0,18.0,18.0,25.0,,,10.0,,,,
050160250022005,Ivy Hill Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,82.0,36.0,46.0,43.0,,7.0,30.0,,,,4.0
050160250022009,Olive-Mary Stitt School,Arlington Heights,Cook,LARGE,ELEMENTARY,100.0,50.0,50.0,88.0,,,9.0,,,,
050160250022011,Patton Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,56.0,33.0,23.0,51.0,,,,,,,3.0
050160250022016,Westgate Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,65.0,33.0,32.0,60.0,,,,,,,6.0
050160250022018,Windsor Elementary School,Arlington Heights,Cook,LARGE,ELEMENTARY,51.0,27.0,24.0,45.0,,,,,,,2.0
050160260021006,River Trails Middle School,Mount Prospect,Cook,MEDIUM,MIDDLE SCHL,110.0,55.0,55.0,67.0,,11.0,26.0,,,,7.0
050160260022001,Euclid Elem School,Mount Prospect,Cook,MEDIUM,ELEMENTARY,39.0,23.0,16.0,21.0,,7.0,8.0,,,,
050160260022003,Indian Grove Elem School,Mount Prospect,Cook,MEDIUM,ELEMENTARY,58.0,30.0,28.0,42.0,,,10.0,,,,
050160260022004,Prairie Trails School,Mt Prospect,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160270021005,Wood Oaks Jr High School,Northbrook,Cook,MEDIUM,MIDDLE SCHL,138.0,79.0,58.0,101.0,,,25.0,,,,28.0
050160270022002,Hickory Point Elem School,Northbrook,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160270022004,Shabonee School,Northbrook,Cook,MEDIUM,ELEMENTARY,122.0,60.0,62.0,72.0,,,29.0,,,10.0,22.0
050160280021004,Northbrook Junior High School,Northbrook,Cook,LARGE,MIDDLE SCHL,147.0,72.0,75.0,109.0,,,28.0,,,,35.0
050160280022002,Greenbriar Elem School,Northbrook,Cook,LARGE,ELEMENTARY,50.0,28.0,22.0,41.0,,,,,,,8.0
050160280022003,Meadowbrook Elem School,Northbrook,Cook,LARGE,ELEMENTARY,62.0,31.0,31.0,48.0,,,10.0,,,,11.0
050160280022006,Westmoor Elem School,Northbrook,Cook,LARGE,ELEMENTARY,61.0,34.0,27.0,46.0,,,,,,,10.0
050160290022001,Middlefork Primary School,Northfield,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160290022002,Sunset Ridge Elem School,Northfield,Cook,MEDIUM,ELEMENTARY,82.0,43.0,39.0,72.0,,,,,,,9.0
050160300021001,Maple School,Northbrook,Cook,MEDIUM,MIDDLE SCHL,96.0,47.0,49.0,52.0,,,38.0,,,,12.0
050160300022002,Willowbrook Elem School,Glenview,Cook,MEDIUM,ELEMENTARY,42.0,21.0,21.0,21.0,,,19.0,,,,2.0
050160300022003,Wescott Elementary School,Northbrook,Cook,MEDIUM,ELEMENTARY,70.0,40.0,30.0,28.0,,,37.0,,,,14.0
050160310021001,Field School,Northbrook,Cook,MEDIUM,MIDDLE SCHL,76.0,36.0,40.0,36.0,,7.0,27.0,,,,8.0
050160310022002,Henry Winkelman Elem School,Glenview,Cook,MEDIUM,ELEMENTARY,65.0,34.0,31.0,28.0,,,26.0,,,7.0,6.0
050160340041006,Attea Middle School,Glenview,Cook,LARGE,MIDDLE SCHL,188.0,93.0,94.0,124.0,,11.0,46.0,,,,31.0
050160340041007,Springman Middle School,Glenview,Cook,LARGE,MIDDLE SCHL,198.0,107.0,91.0,132.0,,9.0,46.0,,,,14.0
050160340042001,Glen Grove Elem School,Glenview,Cook,LARGE,ELEMENTARY,111.0,64.0,47.0,53.0,,15.0,38.0,,,,11.0
050160340042002,Henking Elem School,Glenview,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160340042003,Hoffman Elem School,Glenview,Cook,LARGE,ELEMENTARY,131.0,59.0,72.0,78.0,,9.0,28.0,,,16.0,10.0
050160340042004,Lyon Elem School,Glenview,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160340042005,Pleasant Ridge Elem School,Glenview,Cook,LARGE,ELEMENTARY,146.0,66.0,80.0,107.0,,14.0,10.0,,,14.0,22.0
050160340042008,Westbrook Elementary School,Glenview,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160350021001,Central School,Glencoe,Cook,MEDIUM,MIDDLE SCHL,219.0,122.0,97.0,182.0,,18.0,12.0,,,,47.0
050160350022001,West School,Glencoe,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160350022002,South Elem School,Glencoe,Cook,MEDIUM,ELEMENTARY,,,,,,,,,,,
050160360021005,Carleton W Washburne School,Winnetka,Cook,LARGE,MIDDLE SCHL,148.0,78.0,70.0,122.0,,,,,,10.0,51.0
050160360022001,Crow Island Elem School,Winnetka,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160360022002,Greeley Elem School,Winnetka,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160360022003,Hubbard Woods Elem School,Winnetka,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160360022004,The Skokie School,Winnetka,Cook,LARGE,ELEMENTARY,168.0,85.0,83.0,154.0,,,,,,8.0,55.0
050160370021001,Marie Murphy School,Wilmette,Cook,MEDIUM,MIDDLE SCHL,80.0,45.0,35.0,41.0,,13.0,22.0,,,,19.0
050160370022003,Avoca West Elem School,Glenview,Cook,MEDIUM,ELEMENTARY,66.0,29.0,37.0,30.0,,10.0,17.0,,,,14.0
050160380022001,The Joseph Sears School,Kenilworth,Cook,MEDIUM,ELEMENTARY,94.0,55.0,39.0,77.0,,,8.0,,,,30.0
050160390021008,Wilmette Junior High School,Wilmette,Cook,LARGE,MIDDLE SCHL,326.0,170.0,156.0,235.0,,13.0,40.0,,,36.0,83.0
050160390022002,Central Elem School,Wilmette,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160390022003,Harper Elem School,Wilmette,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160390022005,McKenzie Elem School,Wilmette,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160390022006,Romona Elem School,Wilmette,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160390022007,Highcrest Middle School,Wilmette,Cook,LARGE,ELEMENTARY,312.0,158.0,154.0,231.0,,18.0,30.0,,,31.0,76.0
050160540041001,Jane Addams JHS,Schaumburg,Cook,LARGE,MIDDLE SCHL,208.0,112.0,96.0,90.0,12.0,46.0,51.0,,,9.0,26.0
050160540041012,Robert Frost JHS,Schaumburg,Cook,LARGE,MIDDLE SCHL,210.0,110.0,100.0,85.0,5.0,43.0,69.0,,,5.0,14.0
050160540041018,Dwight D Eisenhower JHS,Hoffman Estates,Cook,LARGE,MIDDLE SCHL,131.0,58.0,73.0,47.0,10.0,36.0,33.0,,,5.0,11.0
050160540041019,Margaret Mead JHS,Elk Grove Village,Cook,LARGE,MIDDLE SCHL,247.0,132.0,115.0,121.0,9.0,24.0,83.0,,,9.0,22.0
050160540041020,Helen Keller JHS,Schaumburg,Cook,LARGE,MIDDLE SCHL,155.0,73.0,82.0,53.0,6.0,28.0,63.0,,,,10.0
050160540042002,Buzz Aldrin Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,37.0,22.0,15.0,16.0,,10.0,9.0,,,,
050160540042003,Neil Armstrong Elem School,Hoffman Estates,Cook,LARGE,ELEMENTARY,38.0,21.0,17.0,18.0,,5.0,12.0,,,,5.0
050160540042005,Campanelli Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,59.0,33.0,26.0,22.0,,5.0,29.0,,,,
050160540042006,Winston Churchill Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,49.0,22.0,27.0,20.0,,3.0,22.0,,,,
050160540042007,Michael Collins Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,80.0,44.0,36.0,51.0,,,22.0,,,,8.0
050160540042008,Everett Dirksen Elementary Sch,Schaumburg,Cook,LARGE,ELEMENTARY,69.0,36.0,33.0,38.0,,5.0,26.0,,,,7.0
050160540042009,Thomas Dooley Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,47.0,30.0,17.0,20.0,,,10.0,,,14.0,6.0
050160540042010,Fairview Elem School,Hoffman Estates,Cook,LARGE,ELEMENTARY,54.0,32.0,22.0,18.0,,,32.0,,,,
050160540042011,Anne Fox Elem School,Hanover Park,Cook,LARGE,ELEMENTARY,24.0,17.0,7.0,8.0,3.0,6.0,,,,,
050160540042013,Hanover Highlands Elem School,Hanover Park,Cook,LARGE,ELEMENTARY,39.0,23.0,16.0,12.0,,13.0,9.0,,,,4.0
050160540042015,Nathan Hale Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,36.0,19.0,17.0,20.0,,2.0,9.0,,,,3.0
050160540042018,Lakeview Elem School,Hoffman Estates,Cook,LARGE,ELEMENTARY,30.0,13.0,17.0,11.0,,7.0,9.0,,,,2.0
050160540042019,MacArthur International Spanish Academy,Hoffman Estates,Cook,LARGE,ELEMENTARY,27.0,14.0,13.0,13.0,,9.0,,,,,6.0
050160540042022,John Muir Literacy Academy,Hoffman Estates,Cook,LARGE,ELEMENTARY,30.0,10.0,20.0,,2.0,15.0,8.0,,,,
050160540042023,Adolph Link Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,59.0,28.0,31.0,18.0,,7.0,27.0,,,,
050160540042026,Albert Einstein Elem School,Hanover Park,Cook,LARGE,ELEMENTARY,26.0,11.0,15.0,8.0,,8.0,7.0,,,,5.0
050160540042027,Hoover Math and Science Academy,Schaumburg,Cook,LARGE,ELEMENTARY,69.0,38.0,31.0,30.0,,8.0,28.0,,,,3.0
050160540042028,Adlai Stevenson Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,38.0,18.0,20.0,26.0,,2.0,,,,,5.0
050160540042029,Frederick Nerge Elem School,Roselle,Cook,LARGE,ELEMENTARY,65.0,31.0,34.0,32.0,,7.0,23.0,,,,5.0
050160540042030,Enders-Salk Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,34.0,22.0,12.0,11.0,,11.0,9.0,,,,
050160540042031,Elizabeth Blackwell Elem School,Schaumburg,Cook,LARGE,ELEMENTARY,37.0,20.0,17.0,14.0,,6.0,14.0,,,,6.0
050160540042032,Lincoln Prairie School,Hoffman Estates,Cook,LARGE,ELEMENTARY,61.0,24.0,37.0,31.0,,,16.0,,,,5.0
050160540043111,The District 54 Early Learning Center,Schaumburg,Cook,LARGE,PreK,,,,,,,,,,,
050160570021004,Lincoln Middle School,Mt Prospect,Cook,LARGE,MIDDLE SCHL,180.0,98.0,82.0,138.0,,17.0,13.0,,,11.0,20.0
050160570022002,Fairview Elem School,Mt Prospect,Cook,LARGE,ELEMENTARY,96.0,50.0,46.0,71.0,,7.0,8.0,,,8.0,8.0
050160570022005,Lions Park Elem School,Mt Prospect,Cook,LARGE,ELEMENTARY,63.0,36.0,27.0,53.0,,,,,,,7.0
050160570022008,Westbrook Early Learning Cntr,Mt Prospect,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160590041010,Grove Jr High School,Elk Grove Village,Cook,LARGE,MIDDLE SCHL,140.0,74.0,66.0,84.0,,47.0,,,,,23.0
050160590041012,Holmes Jr High School,Mount Prospect,Cook,LARGE,MIDDLE SCHL,81.0,50.0,31.0,29.0,3.0,28.0,9.0,,8.0,,10.0
050160590041016,Friendship Jr High School,Des Plaines,Cook,LARGE,MIDDLE SCHL,122.0,60.0,62.0,58.0,4.0,24.0,26.0,,,,15.0
050160590042001,Brentwood Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,34.0,15.0,19.0,13.0,,7.0,7.0,,,,4.0
050160590042002,Adm Richard E Byrd Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,22.0,11.0,11.0,9.0,,11.0,,,,,
050160590042003,Clearmont Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,58.0,28.0,30.0,46.0,,6.0,,,,,
050160590042006,Devonshire School,Des Plaines,Cook,LARGE,ELEMENTARY,35.0,22.0,13.0,24.0,,,,,,,
050160590042008,Forest View Elem School,Mount Prospect,Cook,LARGE,ELEMENTARY,38.0,17.0,21.0,15.0,,8.0,10.0,,,,
050160590042009,Robert Frost Elem School,Mount Prospect,Cook,LARGE,ELEMENTARY,27.0,19.0,8.0,8.0,,11.0,,,,,4.0
050160590042014,John Jay Elem School,Mount Prospect,Cook,LARGE,ELEMENTARY,20.0,6.0,14.0,,,11.0,,,,,4.0
050160590042016,Juliette Low Elem School,Arlington Heights,Cook,LARGE,ELEMENTARY,17.0,8.0,9.0,8.0,,3.0,,,,,
050160590042018,Rupley Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,11.0,4.0,7.0,6.0,,5.0,,,,,
050160590042019,Salt Creek Elem School,Elk Grove Village,Cook,LARGE,ELEMENTARY,35.0,13.0,22.0,20.0,,12.0,,,,,2.0
050160590042020,Ridge Family Center for Learning,Elk Grove Village,Cook,LARGE,ELEMENTARY,31.0,14.0,17.0,16.0,,,9.0,,,,
050160590043002,The Early Learning Center,Mt Prospect,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160620041001,Algonquin Middle School,Des Plaines,Cook,LARGE,MIDDLE SCHL,114.0,62.0,52.0,36.0,,54.0,16.0,,,,8.0
050160620041003,Chippewa Middle School,Des Plaines,Cook,LARGE,MIDDLE SCHL,120.0,69.0,50.0,63.0,,31.0,18.0,,,,8.0
050160620042001,Iroquois Community School,Des Plaines,Cook,LARGE,ELEMENTARY,75.0,39.0,36.0,40.0,,16.0,14.0,,,,11.0
050160620042002,Central Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,23.0,14.0,9.0,13.0,,5.0,,,,,
050160620042004,Cumberland Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,24.0,10.0,14.0,14.0,,,,,,,
050160620042005,Forest Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,25.0,11.0,14.0,8.0,,11.0,,,,,
050160620042008,North Elementary School,Des Plaines,Cook,LARGE,ELEMENTARY,26.0,13.0,13.0,9.0,,8.0,7.0,,,,4.0
050160620042009,Orchard Place Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,13.0,7.0,6.0,,,7.0,,,,,2.0
050160620042010,Plainfield Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,25.0,15.0,10.0,,,17.0,,,,,
050160620042011,South Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,27.0,14.0,13.0,8.0,,13.0,,,,,3.0
050160620042012,Terrace Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,34.0,22.0,12.0,14.0,,11.0,,,,,4.0
050160630021003,Gemini Middle School,Niles,Cook,LARGE,MIDDLE SCHL,183.0,100.0,83.0,48.0,7.0,43.0,67.0,,,18.0,19.0
050160630022006,V H Nelson Elem School,Niles,Cook,LARGE,ELEMENTARY,39.0,22.0,17.0,15.0,,7.0,12.0,,,,2.0
050160630022009,Mark Twain Elem School,Niles,Cook,LARGE,ELEMENTARY,31.0,22.0,9.0,4.0,,4.0,12.0,,,10.0,2.0
050160630022010,Washington Elem School,Glenview,Cook,LARGE,ELEMENTARY,36.0,19.0,17.0,15.0,,5.0,8.0,,,,0.0
050160630022011,Melzer School,Morton Grove,Cook,LARGE,ELEMENTARY,32.0,17.0,15.0,16.0,,,8.0,,,,
050160630022012,Apollo Elem School,Des Plaines,Cook,LARGE,ELEMENTARY,42.0,20.0,22.0,15.0,5.0,2.0,15.0,,,5.0,2.0
050160630023001,Early Learning Center,Des Plaines,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
050160640041006,Emerson Middle School,Niles,Cook,LARGE,MIDDLE SCHL,202.0,101.0,101.0,165.0,,21.0,8.0,,,,25.0
050160640041007,Lincoln Middle School,Park Ridge,Cook,LARGE,MIDDLE SCHL,185.0,103.0,82.0,158.0,,9.0,15.0,,,,32.0
050160640042001,George B Carpenter Elem School,Park Ridge,Cook,LARGE,ELEMENTARY,56.0,26.0,30.0,48.0,,,,,,,8.0
050160640042004,Eugene Field Elem School,Park Ridge,Cook,LARGE,ELEMENTARY,88.0,49.0,39.0,79.0,,,,,,,8.0
050160640042005,Franklin Elementary School,Park Ridge,Cook,LARGE,ELEMENTARY,91.0,39.0,52.0,74.0,,,7.0,,,,13.0
050160640042011,Theodore Roosevelt Elem School,Park Ridge,Cook,LARGE,ELEMENTARY,83.0,42.0,41.0,73.0,,4.0,,,,,11.0
050160640042012,George Washington Elem School,Park Ridge,Cook,LARGE,ELEMENTARY,82.0,44.0,38.0,64.0,,12.0,,,,,11.0
050160640043001,Jefferson School,Niles,Cook,LARGE,PreK,,,,,,,,,,,
050160650041002,Chute Middle School,Evanston,Cook,LARGE,MIDDLE SCHL,108.0,55.0,53.0,54.0,16.0,19.0,8.0,,,11.0,21.0
050160650041007,Haven Middle School,Evanston,Cook,LARGE,MIDDLE SCHL,151.0,73.0,78.0,110.0,11.0,14.0,,,,12.0,26.0
050160650041012,Nichols Middle School,Evanston,Cook,LARGE,MIDDLE SCHL,147.0,72.0,74.0,86.0,24.0,14.0,,,,15.0,30.0
050160650042004,Dawes Elementary School,Evanston,Cook,LARGE,ELEMENTARY,30.0,14.0,16.0,15.0,4.0,6.0,,,,,9.0
050160650042005,Dewey Elem School,Evanston,Cook,LARGE,ELEMENTARY,49.0,26.0,23.0,23.0,2.0,11.0,,,,9.0,9.0
050160650042009,Lincoln Elem School,Evanston,Cook,LARGE,ELEMENTARY,50.0,30.0,20.0,30.0,,,,,,11.0,6.0
050160650042010,Lincolnwood Elem School,Evanston,Cook,LARGE,ELEMENTARY,39.0,17.0,22.0,30.0,0.0,,,,,,7.0
050160650042014,Oakton Elem School,Evanston,Cook,LARGE,ELEMENTARY,33.0,21.0,12.0,14.0,7.0,10.0,,,,,3.0
050160650042015,Orrington Elem School,Evanston,Cook,LARGE,ELEMENTARY,40.0,20.0,20.0,29.0,,,,,,,12.0
050160650042019,Walker Elem School,Evanston,Cook,LARGE,ELEMENTARY,46.0,33.0,13.0,23.0,5.0,4.0,,,,,12.0
050160650042020,Washington Elem School,Evanston,Cook,LARGE,ELEMENTARY,44.0,24.0,20.0,25.0,4.0,13.0,,,,,2.0
050160650042021,Willard Elem School,Evanston,Cook,LARGE,ELEMENTARY,36.0,15.0,21.0,22.0,,6.0,,,,,2.0
050160650042022,Dr ML King Jr Literary & Fine Arts Sch,Evanston,Cook,LARGE,ELEMENTARY,48.0,28.0,18.0,19.0,10.0,10.0,,,,7.0,8.0
050160650042023,Kingsley Elementary School,Evanston,Cook,LARGE,ELEMENTARY,38.0,26.0,12.0,26.0,4.0,,,,,,7.0
050160650042024,Dr Bessie Rhodes Sch Global Studies,Skokie,Cook,LARGE,ELEMENTARY,19.0,6.0,13.0,,7.0,4.0,,,,,
